"시점","통계분류(1)","통계분류(2)",항목,데이터
"2021","연령","30대",6~10명,0.8
"2021","연령","40대",1명,3.9
"2021","연령","40대",2~3명,55.7
"2021","연령","40대",4~5명,39.3
"2021","연령","40대",6~10명,1.1
"2021","연령","50대",1명,4.8
"2021","연령","50대",2~3명,62.9
"2021","연령","50대",4~5명,30.9
"2021","연령","50대",6~10명,1.3
"2021","연령","50대",11~20명,0.1
"2021","연령","50대",21명이상,0
"2021","연령","60대",1명,4.8
"2021","연령","60대",2~3명,65.2
"2021","연령","60대",4~5명,27.9
"2021","연령","60대",6~10명,1.7
"2021","연령","60대",11~20명,0.1
"2021","연령","60대",21명이상,0.3
"2021","연령","70세 이상",1명,6.3
"2021","연령","70세 이상",2~3명,59.5
"2021","연령","70세 이상",4~5명,32.6
"2021","연령","70세 이상",6~10명,1.4
"2021","연령","70세 이상",11~20명,0.1
"2021","연령","70세 이상",21명이상,0.1
"2021","직업","임금봉급근로자",1명,4.3
"2021","직업","임금봉급근로자",2~3명,70
"2021","직업","임금봉급근로자",4~5명,25
"2021","직업","임금봉급근로자",6~10명,0.7
"2021","직업","고용원있는사업주",1명,7.8
"2021","직업","고용원있는사업주",2~3명,58.3
"2021","직업","고용원있는사업주",4~5명,32.9
"2021","직업","고용원있는사업주",6~10명,0.9
"2021","직업","고용원있는사업주",21명이상,0.2
"2021","직업","고용원없는자영업자",1명,4.8
"2021","직업","고용원없는자영업자",2~3명,64.1
"2021","직업","고용원없는자영업자",4~5명,28.6
"2021","직업","고용원없는자영업자",6~10명,2.1
"2021","직업","고용원없는자영업자",11~20명,0.2
"2021","직업","고용원없는자영업자",21명이상,0.2
"2021","직업","무급가족 종사자",1명,3.4
"2021","직업","무급가족 종사자",2~3명,56.6
"2021","직업","무급가족 종사자",4~5명,35.1
"2021","직업","무급가족 종사자",6~10명,5
"2021","직업","전업주부",1명,1.8
"2021","직업","전업주부",2~3명,58.6
"2021","직업","전업주부",4~5명,38.2
"2021","직업","전업주부",6~10명,1.4
"2021","직업","전업주부",21명이상,0.1
"2021","직업","학생",1명,2.8
"2021","직업","학생",2~3명,61
"2021","직업","학생",4~5명,34.7
"2021","직업","학생",6~10명,1.5
"2021","직업","기타",1명,11.4
"2021","직업","기타",2~3명,66.7
"2021","직업","기타",4~5명,20.8
"2021","직업","기타",6~10명,0.7
"2021","직업","기타",11~20명,0.3
"2021","가구원수","1인",1명,12
"2021","가구원수","1인",2~3명,69.5
"2021","가구원수","1인",4~5명,17.7
"2021","가구원수","1인",6~10명,0.5
"2021","가구원수","1인",11~20명,0
"2021","가구원수","1인",21명이상,0.3
"2021","가구원수","2인",1명,4.3
"2021","가구원수","2인",2~3명,72.7
"2021","가구원수","2인",4~5명,21.7
"2021","가구원수","2인",6~10명,1.2
"2021","가구원수","2인",11~20명,0.1
"2021","가구원수","2인",21명이상,0
"2021","가구원수","3인이상",1명,2.9
"2021","가구원수","3인이상",2~3명,63.7
"2021","가구원수","3인이상",4~5명,32.1
"2021","가구원수","3인이상",6~10명,1.2
"2021","가구원수","3인이상",11~20명,0
"2021","가구원수","3인이상",21명이상,0
"2022","성별","남자",1명,5.4
"2022","성별","남자",2~3명,62.7
"2022","성별","남자",4~5명,28.4
"2022","성별","남자",6~10명,2.7
"2022","성별","남자",11~20명,0.4
"2022","성별","남자",21명이상,0.5
"2022","성별","여자",1명,2.4
"2022","성별","여자",2~3명,62
"2022","성별","여자",4~5명,31.6
"2022","성별","여자",6~10명,2.5
"2022","성별","여자",11~20명,0.4
"2022","성별","여자",21명이상,1
"2022","연령","15~19세",1명,1.2
"2022","연령","15~19세",2~3명,51.1
"2022","연령","15~19세",4~5명,39.5
"2022","연령","15~19세",6~10명,7.2
"2022","연령","15~19세",21명이상,1
"2022","연령","20대",1명,3.2
"2022","연령","20대",2~3명,73
"2022","연령","20대",4~5명,22.3
"2022","연령","20대",6~10명,1.5
"2022","연령","30대",1명,4.9
"2022","연령","30대",2~3명,74.5
"2022","연령","30대",4~5명,19.5
"2022","연령","30대",6~10명,0.9
"2022","연령","30대",11~20명,0
"2022","연령","30대",21명이상,0.1
"2022","연령","40대",1명,3.3
"2022","연령","40대",2~3명,52.7
"2022","연령","40대",4~5명,41.8
"2022","연령","40대",6~10명,1.9
"2022","연령","40대",11~20명,0.1
"2022","연령","40대",21명이상,0.2
"2022","연령","50대",1명,4
"2022","연령","50대",2~3명,58.7
"2022","연령","50대",4~5명,32.6
"2022","연령","50대",6~10명,3.6
"2022","연령","50대",11~20명,0.4
"2022","연령","50대",21명이상,0.6
"2022","연령","60대",1명,4.1
"2022","연령","60대",2~3명,59.9
"2022","연령","60대",4~5명,29.1
"2022","연령","60대",6~10명,3.5
"2022","연령","60대",11~20명,1.3
"2022","연령","60대",21명이상,2
"2022","연령","70세 이상",1명,5.2
"2022","연령","70세 이상",2~3명,48.3
"2022","연령","70세 이상",4~5명,35.9
"2022","연령","70세 이상",6~10명,4.9
"2022","연령","70세 이상",11~20명,1.6
"2022","연령","70세 이상",21명이상,4
"2022","직업","임금봉급근로자",1명,4.1
"2022","직업","임금봉급근로자",2~3명,66.2
"2022","직업","임금봉급근로자",4~5명,27.5
"2022","직업","임금봉급근로자",6~10명,1.7
"2022","직업","임금봉급근로자",11~20명,0.1
"2022","직업","임금봉급근로자",21명이상,0.3
"2022","직업","고용원있는사업주",1명,4.5
"2022","직업","고용원있는사업주",2~3명,59.6
"2022","직업","고용원있는사업주",4~5명,31.5
"2022","직업","고용원있는사업주",6~10명,2.3
"2022","직업","고용원있는사업주",11~20명,1.3
"2022","직업","고용원있는사업주",21명이상,0.8
"2022","직업","고용원없는자영업자",1명,4
"2022","직업","고용원없는자영업자",2~3명,60.2
"2022","직업","고용원없는자영업자",4~5명,29.7
"2022","직업","고용원없는자영업자",6~10명,4.2
"2022","직업","고용원없는자영업자",11~20명,0.8
"2022","직업","고용원없는자영업자",21명이상,1.2
"2022","직업","무급가족 종사자",1명,1.9
"2022","직업","무급가족 종사자",2~3명,59.5
"2022","직업","무급가족 종사자",4~5명,28.1
"2022","직업","무급가족 종사자",6~10명,3.4
"2022","직업","무급가족 종사자",11~20명,2.4
"2022","직업","무급가족 종사자",21명이상,4.7
"2022","직업","전업주부",1명,1.9
"2022","직업","전업주부",2~3명,51.7
"2022","직업","전업주부",4~5명,40.9
"2022","직업","전업주부",6~10명,3
"2022","직업","전업주부",11~20명,0.7
"2022","직업","전업주부",21명이상,1.7
"2022","직업","학생",1명,3.2
"2022","직업","학생",2~3명,57.7
"2022","직업","학생",4~5명,33.8
"2022","직업","학생",6~10명,4.8
"2022","직업","학생",21명이상,0.5
"2022","직업","기타",1명,6.5
"2022","직업","기타",2~3명,56.6
"2022","직업","기타",4~5명,30.7
"2022","직업","기타",6~10명,3
"2022","직업","기타",11~20명,1
"2022","직업","기타",21명이상,2.3
"2022","가구원수","1인",1명,11.6
"2022","가구원수","1인",2~3명,65.8
"2022","가구원수","1인",4~5명,19
"2022","가구원수","1인",6~10명,2.3
"2022","가구원수","1인",11~20명,0.3
"2022","가구원수","1인",21명이상,1
"2022","가구원수","2인",1명,2.9
"2022","가구원수","2인",2~3명,67.6
"2022","가구원수","2인",4~5명,24.6
"2022","가구원수","2인",6~10명,2.7
"2022","가구원수","2인",11~20명,0.9
"2022","가구원수","2인",21명이상,1.3
"2022","가구원수","3인이상",1명,2.6
"2022","가구원수","3인이상",2~3명,59.5
"2022","가구원수","3인이상",4~5명,34.6
"2022","가구원수","3인이상",6~10명,2.6
"2022","가구원수","3인이상",11~20명,0.2
"2022","가구원수","3인이상",21명이상,0.5
